Purchase Date,Purchaser Name,Political Party,Amount,Redemption Date
2019-04-12,A B C INDIA LIMITED,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,10000000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ARIHANT ENTERPRISES,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ARIHANT ENTERPRISES,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ARIHANT ENTERPRISES,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ARIHANT ENTERPRISES,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,CHOUDHARY GARMENTS,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,CHOUDHARY GARMENTS,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,HIGHSTREET CRUISES AND ENTERTAINMENT PVT LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,HIGHSTREET CRUISES AND ENTERTAINMENT PVT LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,HIGHSTREET CRUISES AND ENTERTAINMENT PVT LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,INNOCENT MERCHANDISE PVT LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,INNOCENT MERCHANDISE PVT LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,KAMLANG SAW & VENEER MILLS PVT LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,KAMLANG SAW & VENEER MILLS PVT LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,MERLIN RECREATION PVT LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,MERLIN RECREATION PVT LTD,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,MYRIAD DEVELOPERS,BHARAT RASHTRA SAMITHI,1000000.0,2019-04-12
2019-04-12,SHIVAM TRANSCON PRIVATE LIMITED,BHARAT RASHTRA SAMITHI,1000000.0,2019-04-12
2019-04-12,SHIVAM TRANSCON PRIVATE LIMITED,BHARAT RASHTRA SAMITHI,1000000.0,2019-04-12
2019-04-12,SHIVAM TRANSCON PRIVATE LIMITED,BHARAT RASHTRA SAMITHI,1000000.0,2019-04-12
2019-04-12,SHIVAM TRANSCON PRIVATE LIMITED,BHARAT RASHTRA SAMITHI,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARAT RASHTRA SAMITHI,10000000.0,2019-04-12
2019-04-12,SHIVAM TRANSCON PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,SKYWORLD DEVELOPERS LLP,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,TEXPORT CREATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,TEXPORT CREATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,TEXPORT CREATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,TEXPORT CREATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,TEXPORT CREATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,TEXPORT CREATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,TEXPORT CREATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,TEXPORT CREATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,TEXPORT CREATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ESSEL MINING AND INDS LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,GRASIM INDUSTRIES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,A B C INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,MSPL LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,OMKAR VENTURES PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,OMKAR VENTURES PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,OMKAR VENTURES PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,OMKAR VENTURES PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PATEL HIGHWAY MANAGEMENT PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,INNOCENT MERCHANDISE PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,INNOCENT MERCHANDISE PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,INNOCENT MERCHANDISE PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,INNOCENT MERCHANDISE PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PHL FINIVEST PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
2019-04-12,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-12
